AgentID,Interval 1,Interval 2,Interval 3,Interval 4,Interval 5,Interval 6,Interval 7,Interval 8,Interval 9,Interval 10,Interval 11,Interval 12,Interval 13,Interval 14,Interval 15,Interval 16,Interval 17,Interval 18,Interval 19,Interval 20,Interval 21,Interval 22,Interval 23,Interval 24,Interval 25,Interval 26,Interval 27,Interval 28,Interval 29,Interval 30,Interval 31,Interval 32,Interval 33,Interval 34,Interval 35,Interval 36,Interval 37,Interval 38,Interval 39,Interval 40,Interval 41,Interval 42,Interval 43,Interval 44,Interval 45,Interval 46,Interval 47,Interval 48,Interval 49,Interval 50,Interval 51,Interval 52,Interval 53,Interval 54,Interval 55,Interval 56,Interval 57,Interval 58,Interval 59,Interval 60,Interval 61,Interval 62,Interval 63,Interval 64,Interval 65,Interval 66,Interval 67,Interval 68,Interval 69,Interval 70,Interval 71,Interval 72,Interval 73,Interval 74,Interval 75,Interval 76,Interval 77,Interval 78,Interval 79,Interval 80,Interval 81,Interval 82,Interval 83,Interval 84,Interval 85,Interval 86,Interval 87,Interval 88,Interval 89,Interval 90,Interval 91,Interval 92,Interval 93,Interval 94,Interval 95,Interval 96,Interval 97,Interval 98,Interval 99,Interval 100,Interval 101,Interval 102,Interval 103,Interval 104,Interval 105,Interval 106,Interval 107,Interval 108,Interval 109,Interval 110,Interval 111,Interval 112,Interval 113,Interval 114,Interval 115,Interval 116,Interval 117,Interval 118,Interval 119,Interval 120,Interval 121,Interval 122,Interval 123,Interval 124,Interval 125,Interval 126,Interval 127,Interval 128,Interval 129,Interval 130,Interval 131,Interval 132,Interval 133,Interval 134,Interval 135,Interval 136,Interval 137,Interval 138,Interval 139,Interval 140,Interval 141,Interval 142,Interval 143,Interval 144,Interval 145,Interval 146,Interval 147,Interval 148,Interval 149,Interval 150,Interval 151,Interval 152,Interval 153,Interval 154,Interval 155,Interval 156,Interval 157,Interval 158,Interval 159,Interval 160,Interval 161,Interval 162,Interval 163,Interval 164,Interval 165,Interval 166,Interval 167,Interval 168,Interval 169,Interval 170,Interval 171,Interval 172,Interval 173,Interval 174,Interval 175,Interval 176,Interval 177,Interval 178
56,2.61,2.46,2.21,2.085,1.95,1.91,1.881429,1.91625,1.926667,1.965,1.982727,1.985,1.963846,1.956429,1.94,1.925625,1.921765,1.91,1.883684,1.845,1.824286,1.819091,1.807826,1.79125,1.788,1.779231,1.776667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2.61,2.46,2.41,2.46,2.49,2.41,2.31,2.272501,2.243334,2.220001,2.214546,2.222501,2.206154,2.170715,2.16,2.169375,2.177647,2.168334,2.144211,2.1225,2.102857,2.071364,2.042609,2.01625,2.004,1.998462,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2.61,2.61,2.61,2.46,2.31,2.16,2.052857,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.027647,2.06,2.073158,2.0775,2.074286,2.044091,2.029565,2.01625,2.016,2.015769,2.015556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1.64,2.09,2.24,2.315,2.36,2.39,2.411429,2.39,2.373333,2.36,2.349091,2.34,2.332308,2.325714,2.32,2.29625,2.275294,2.256667,2.24,2.225,2.211429,2.212727,2.213913,2.215,2.204,2.205385,2.206667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2.01,2.085,1.96,1.9725,2.04,2.085,2.117143,2.14125,2.16,2.145,2.16,2.1475,2.136923,2.127857,2.14,2.131875,2.115882,2.126667,2.120527,2.115,2.11,2.105455,2.101305,2.0975,2.07,2.044615,2.021111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.61,2.61,2.61,2.46,2.43,2.36,2.31,2.2725,2.176667,2.16,2.146364,2.135,2.125385,2.106429,2.06,2.019375,2.027647,2.043334,2.041579,2.04,2.038572,2.037273,2.036087,2.035,2.034,2.038846,2.048889,2.058214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.91,2.91,2.91,2.835,2.79,2.76,2.738571,2.685,2.61,2.55,2.528182,2.535,2.494615,2.46,2.43,2.40375,2.380588,2.36,2.373158,2.37,2.367143,2.350909,2.323043,2.31,2.286,2.263846,2.243333,2.213572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2.61,2.46,2.41,2.385,2.43,2.46,2.395715,2.32875,2.293334,2.235,2.187273,2.1225,2.067693,2.042143,2.02,2.038125,2.018823,1.985,1.954737,1.9275,1.917143,1.907727,1.89913,1.90375,1.896,1.900385,1.904445,1.918929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1.87,1.945,2.02,1.9825,1.9,1.895,1.891429,1.88875,1.886667,1.885,1.897273,1.92,1.916154,1.912857,1.91,1.9075,1.887647,1.87,1.87,1.8625,1.862857,1.876818,1.889565,1.91375,1.912,1.916154,1.925556,1.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1.71,2.01,2.11,2.16,2.19,2.21,2.181428,2.1975,2.21,2.22,2.228182,2.235,2.240769,2.224286,2.19,2.16,2.133529,2.11,2.073158,2.0475,2.031428,2.030454,2.029565,2.01625,2.004,1.992692,1.971111,1.961786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1.71,1.86,1.91,1.86,1.83,1.86,1.881429,1.8975,1.91,1.92,1.941818,1.9475,1.952308,1.967143,1.99,1.9725,1.957059,1.976667,2.01,2.0175,2.031429,2.044091,2.042609,2.04125,2.04,2.044615,2.032222,1.999285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2.01,2.085,2.06,2.1225,2.16,2.185,2.202857,2.21625,2.226666,2.205,2.187273,2.1725,2.183077,2.170714,2.16,2.150625,2.124706,2.101666,2.081053,2.0625,2.045714,2.016818,1.990435,1.97875,1.98,1.981154,1.971111,1.983214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,1.71,1.86,1.91,1.935,1.95,1.96,1.967143,1.9725,1.976667,1.98,1.982727,1.985,1.986923,1.988571,1.99,1.9725,1.957059,1.943333,1.931052,1.9125,1.902857,1.907727,1.912174,1.90375,1.896,1.883077,1.876667,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2.01,2.085,2.06,2.1225,2.1,2.085,2.074286,2.10375,2.126667,2.085001,2.078182,2.1225,2.16,2.192143,2.24,2.281875,2.301177,2.268333,2.238948,2.235,2.224286,2.214545,2.225217,2.22875,2.22,2.200384,2.171111,2.176071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1.64,1.94,2.04,2.09,2.12,2.14,2.154286,2.1275,2.106666,2.09,2.076363,2.065,2.055385,2.047143,2.06,2.0525,2.045882,2.04,2.034737,2.03,2.025714,2.021818,2.005217,1.965,1.94,1.911154,1.912222,1.913214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2.01,1.86,1.81,1.785,1.77,1.81,1.838571,1.86,1.876667,1.89,1.900909,1.91,1.940769,1.956429,1.98,1.981875,1.948235,1.951667,1.954737,1.9575,1.96,1.948636,1.938261,1.92875,1.92,1.911923,1.893333,1.865357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2.01,2.16,2.11,2.085,2.07,2.06,2.052857,2.0475,2.043333,2.04,2.037273,2.035,2.033077,2.052857,2.09,2.1225,2.151177,2.176667,2.215263,2.235,2.252857,2.241818,2.244783,2.26,2.274,2.258077,2.237777,2.229643,2.206551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.026667,2.041579,2.07,2.067143,2.037273,2.01,1.9725,1.938,1.906154,1.887778,1.870714,1.849655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2.61,2.46,2.31,2.385,2.31,2.26,2.224286,2.16,2.11,2.07,2.037273,2.035,2.033077,2.031429,2.03,2.02875,2.01,1.993333,1.962632,1.95,1.938571,1.928182,1.905652,1.885,1.878,1.86,1.843333,1.838572,1.834138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.01,2.085,2.06,2.1225,2.16,2.185,2.202857,2.21625,2.226666,2.235,2.241818,2.2475,2.252308,2.256429,2.26,2.244375,2.230588,2.218333,2.207368,2.1975,2.202857,2.221364,2.238261,2.25375,2.268,2.269616,2.26,2.251072,2.237587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2.47,2.47,2.37,2.32,2.29,2.27,2.255714,2.245,2.236667,2.23,2.224546,2.22,2.216154,2.202143,2.18,2.141875,2.108235,2.078333,2.051579,2.0275,2.005714,1.958637,1.915652,1.87625,1.84,1.806539,1.775556,1.746786,1.730345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.273333,2.3,2.321818,2.34,2.355384,2.368571,2.38,2.3525,2.354706,2.348333,2.326842,2.3075,2.29,2.246819,2.207392,2.18375,2.15,2.113077,2.084445,2.057858,2.027931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.7475,1.776667,1.8,1.819091,1.81,1.802308,1.795714,1.79,1.7475,1.745294,1.726667,1.694211,1.665,1.638572,1.614545,1.599131,1.59125,1.596,1.611923,1.626667,1.618929,1.622069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2.01,2.16,2.11,2.235,2.25,2.26,2.267143,2.2725,2.276667,2.25,2.187273,2.1475,2.113846,2.085,2.06,2.038125,2.027647,2.01,2.01,2.01,2.01,2.01,2.01,1.9975,1.998,1.992693,1.993334,1.983214,1.973793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2.01,1.935,1.86,1.9725,1.98,1.985,1.988571,1.99125,1.993333,1.935,1.928182,1.96,1.963846,1.924286,1.91,1.91625,1.904118,1.893333,1.867895,1.86,1.867143,1.86,1.853478,1.8475,1.842,1.848462,1.854445,1.881429,1.885862,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.95875,1.975294,1.99,2.003158,2.0075,2.004286,1.987727,1.972609,1.97125,1.97,1.968846,1.967778,1.966786,1.965862,1.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2.61,2.61,2.51,2.385,2.31,2.31,2.395714,2.4225,2.443334,2.43,2.405455,2.4225,2.413846,2.427857,2.44,2.413125,2.407059,2.368334,2.381053,2.3925,2.402857,2.398636,2.394783,2.36625,2.352,2.344616,2.332222,2.31,2.28931,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2.54,2.54,2.64,2.615,2.6,2.59,2.582857,2.5775,2.573334,2.57,2.567273,2.565,2.563077,2.561429,2.54,2.52125,2.504706,2.49,2.476842,2.465,2.468572,2.430909,2.416087,2.39625,2.354,2.315,2.278889,2.256072,2.234828,2.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2.01,2.01,2.01,2.01,2.01,2.06,2.095714,2.085,2.076667,2.07,2.037273,2.06,2.079231,2.074286,2.07,2.06625,2.062941,2.06,2.057369,2.055,2.038571,2.01,1.983913,1.96,1.95,1.935,1.915555,1.8975,1.88069,1.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2.01,2.16,2.21,2.235,2.25,2.26,2.224286,2.1975,2.176666,2.16,2.146363,2.135,2.125385,2.085,2.06,2.075625,2.071764,2.051666,2.033684,2.0175,2.017143,2.003182,1.990435,1.97875,1.98,1.992692,2.004444,1.993928,1.984138,1.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2.01,1.86,1.81,1.785,1.77,1.81,1.838571,1.86,1.876667,1.89,1.900909,1.91,1.917692,1.913571,1.9,1.888125,1.877647,1.868333,1.86,1.8525,1.845714,1.839545,1.827391,1.81,1.782,1.779231,1.776667,1.774286,1.772069,1.77,1.777742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1.71,2.01,1.91,1.86,1.83,1.81,1.795714,1.785,1.776667,1.77,1.764545,1.76,1.756154,1.752857,1.77,1.7475,1.727647,1.71,1.694211,1.6875,1.688571,1.675909,1.664348,1.64125,1.62,1.600384,1.582222,1.576071,1.565172,1.56,1.564839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2.61,2.61,2.61,2.61,2.61,2.56,2.567143,2.535,2.51,2.49,2.473636,2.46,2.471539,2.481429,2.47,2.46,2.451176,2.46,2.467895,2.475,2.481429,2.500909,2.492609,2.4975,2.502001,2.500385,2.493334,2.486786,2.460001,2.435001,2.411614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2.01,2.01,2.01,2.01,2.07,2.16,2.224286,2.2725,2.31,2.34,2.364545,2.385,2.402308,2.417143,2.43,2.40375,2.389412,2.351666,2.317894,2.3025,2.274286,2.235,2.19913,2.16625,2.136,2.096538,2.071111,2.0475,2.030689,2.01,1.990645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.45,2.4325,2.417059,2.403333,2.391053,2.38,2.37,2.333636,2.300435,2.27,2.218,2.181539,2.147778,2.105715,2.066552,2.05,2.034517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.2025,2.173333,2.18,2.158182,2.14,2.147692,2.154286,2.16,2.165,2.169412,2.173333,2.176842,2.18,2.182857,2.171818,2.155217,2.13375,2.138,2.153461,2.167778,2.181072,2.172759,2.155,2.138387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2.61,2.61,2.51,2.46,2.43,2.41,2.395715,2.3475,2.276667,2.31,2.364546,2.385,2.402308,2.395715,2.41,2.4225,2.451177,2.46,2.483685,2.505,2.524286,2.541819,2.551305,2.54125,2.532,2.523462,2.515556,2.518929,2.527241,2.54,2.551935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2.01,2.16,2.21,2.235,2.25,2.26,2.267143,2.2725,2.276667,2.28,2.282727,2.285,2.286923,2.31,2.31,2.31,2.301176,2.285,2.286316,2.2875,2.288571,2.289545,2.290435,2.30375,2.292,2.275385,2.265556,2.267143,2.268621,2.26,2.232581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2.61,2.31,2.11,2.01,2.04,2.085,2.16,2.21625,2.26,2.295,2.323637,2.3225,2.298462,2.277857,2.26,2.244375,2.230588,2.218333,2.207368,2.1975,2.188571,2.207727,2.212174,2.19125,2.172,2.154231,2.137778,2.1225,2.108276,2.105,2.092258,2.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2.01,1.935,1.96,2.0475,2.1,2.135,2.074286,2.02875,1.993333,1.965,1.969091,1.9475,1.929231,1.913571,1.94,1.944375,1.939412,1.943333,1.915263,1.89,1.881429,1.887273,1.892609,1.885,1.89,1.906154,1.921111,1.913571,1.911724,1.915,1.918065,1.911563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1.94,1.715,1.59,1.6025,1.61,1.615,1.618572,1.62125,1.623333,1.655,1.653636,1.6775,1.720769,1.736429,1.73,1.743125,1.754706,1.781667,1.79,1.7975,1.832857,1.851364,1.842174,1.83375,1.826,1.818846,1.812222,1.795357,1.79,1.765,1.751291,1.743125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2.01,2.385,2.46,2.5725,2.64,2.685,2.674286,2.62875,2.593333,2.535,2.514545,2.4975,2.46,2.449286,2.44,2.431875,2.424706,2.401667,2.365263,2.3325,2.302858,2.262273,2.225218,2.20375,2.196,2.200385,2.204445,2.208215,2.20138,2.195,2.179355,2.164688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2.01,2.085,1.96,1.9725,2.04,2.085,2.117143,2.14125,2.16,2.205,2.241818,2.2475,2.252308,2.256429,2.28,2.300625,2.318824,2.335,2.317895,2.295,2.281429,2.241818,2.218696,2.1975,2.19,2.177308,2.171111,2.165357,2.16,2.145,2.150322,2.155313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1.94,2.165,2.19,2.2775,2.33,2.365,2.39,2.40875,2.456667,2.495,2.526364,2.5525,2.574615,2.593571,2.61,2.624375,2.601765,2.548333,2.468947,2.4125,2.418571,2.369545,2.337826,2.30875,2.27,2.234231,2.223333,2.213214,2.193448,2.185,2.177097,2.179062,2.171818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2.01,1.86,1.91,1.935,1.95,1.96,1.967143,1.9725,1.976667,2.01,2.037273,2.035,2.01,1.988571,1.97,1.95375,1.939412,1.926667,1.915263,1.905,1.895714,1.900909,1.892609,1.91,1.902,1.894615,1.865556,1.881429,1.88069,1.875,1.869677,1.864688,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
